lineNumber,operator,travelCode,boardingTime,stationSrc,stationDst
345,TNUFA,5,05:35,NETIV-HASHAYYARA,EL-ROM
918,KAVIM,2,14:10,BENE-NEZARIM,ADDERET
840,AFIKIM,1,13:30,SEDOT-MIKHA,KAFAR-BARA
234,AFIKIM,3,13:35,SAWA'ID-(KAMANE),SHEFER
548,EGGED,7,01:30,YIFTAH,SEDOT-MIKHA
878,SUPERBUS,9,22:10,KESALON,GEVA
141,SUPERBUS,6,07:10,ELOT,MASSUOT-YIZHAQ
623,DAN,8,20:55,TARABIN-AS-SANI,TALME-ELIYYAHU
30,AFIKIM,8,03:40,MIVTAHIM,UZA
195,TNUFA,2,14:10,HAHOTERIM,MISHMAR-HASHIV'A
57,SUPERBUS,3,19:15,JISR-AZ-ZARQA,GANNE-TIQWA
158,DAN,9,23:05,DOVEV,EVEN-SAPPIR
64,AFIKIM,9,15:40,YIF'AT,TEL-SHEVA
363,EGGED,2,01:20,OFAQIM,MAZLIAH
668,TNUFA,7,14:50,QELA,ALMOG
815,TNUFA,7,02:40,TALME-EL'AZAR,NEGOHOT
363,KAVIM,4,07:10,I'BILLIN,YAD-HASHEMONA
549,AFIKIM,3,00:20,MA'OZ-HAYYIM,RAS-AL-EIN
723,EGGED,6,09:55,KISRA-SUMEI,ZEMER
28,SUPERBUS,8,18:00,MIKHMANNIM,ALMOG
674,SUPERBUS,7,17:10,KEFAR-HOSHEN,TUVAL
93,DAN,1,10:00,GANNE-MODIIN,MAJDAL-SHAMS
353,SUPERBUS,1,21:50,ITAMAR,BET-ZAYIT
662,TNUFA,9,20:00,EN-GEV,SHEIKH-DANNUN
723,SUPERBUS,2,23:35,HARDUF,DABBURYE
603,AFIKIM,5,04:20,LIMAN,RUAH-MIDBAR
671,AFIKIM,8,20:35,NETANYA,EVEN-MENAHEM
129,TNUFA,3,18:55,LAHAV,TEL-MOND
151,TNUFA,7,11:30,MANOF,NAHSHON
670,AFIKIM,6,18:30,MANSHIYYET-ZABDA,SAWA'ID(HAMRIYYE)
258,METROPOLIN,4,18:45,MASH'ABBE-SADE,KEFAR-SIRKIN
85,METROPOLIN,4,09:00,EIN-AL-ASAD,NAVE
723,METROPOLIN,9,04:40,ANI'AM,RAMAT-HAKOVESH
56,DAN,9,15:05,ARRABE,BNE-DKALIM
193,KAVIM,7,02:55,MISHMAR-HAYARDEN,IBTIN
894,EGGED,3,08:10,KEFAR-SAVA,RUMMANE
68,DAN,8,17:45,BENE-ATAROT,LIMAN
316,METROPOLIN,8,03:30,ATAWNE,MEROM-GOLAN
525,DAN,6,05:35,SHEIKH-DANNUN,MIGDAL-HAEMEQ
456,EGGED,3,01:25,EIN-AL-ASAD,KEFAR-BIALIK
77,KAVIM,4,15:25,BENE-AYISH,SHLOMIT
428,METROPOLIN,2,11:50,KEFAR-HAORANIM,IBBIM
205,SUPERBUS,9,18:45,BET-NIR,ISIFYA
943,KAVIM,8,11:35,BENE-BERAQ,AR'ARA-BANEGEV
587,METROPOLIN,3,17:25,PERAZON,OHAD
755,METROPOLIN,3,02:30,NA'ALE,IBBIM
730,AFIKIM,4,04:55,MUQEIBLE,ARSUF
776,KAVIM,8,10:55,NETIV-HAASARA,RAMAT-YOHANAN
321,EGGED,7,00:50,SEGULA,KEFAR-MAYMON
953,METROPOLIN,3,10:00,SHA'AR-EFRAYIM,KELIL
440,EGGED,4,04:45,KAFAR-MANDA,BET-LEHEM-HAGELILIT
883,METROPOLIN,1,20:40,KEFAR-BIALIK,MA'ALOT-TARSHIHA
5,DAN,6,14:45,HUQOQ,NAHALI'EL
546,AFIKIM,5,16:30,GEVAR'AM,NEWE-AVOT
553,EGGED,7,10:20,NIR-DAWID-(TEL-AMAL),YIRKA
828,TNUFA,9,01:35,AFULA,BEER-GANNIM
628,TNUFA,2,08:30,GEZER,NEHUSHA
755,TNUFA,3,03:05,MAHANE-HILLA,NIZZANE-OZ
686,TNUFA,3,21:55,KAFAR-YASIF,HAZROT-HULDA
647,SUPERBUS,3,17:05,ZOHAR,AR'ARA
903,KAVIM,6,12:50,ELIFELET,MASH'EN
159,METROPOLIN,3,10:40,SHAHAR,NASASRA
4,EGGED,1,01:30,GAL'ON,YAZIZ
917,METROPOLIN,2,08:00,KEREM-BEN-ZIMRA,EN-HAROD-(IHUD)
22,DAN,3,13:00,RAMAT-RAHEL,GANNE-TAL
406,DAN,4,01:40,GIV'AT-HASHELOSHA,BE'EROT-YIZHAQ
2,TNUFA,4,19:55,REKHASIM,ROSH-PINNA
781,KAVIM,8,11:30,NEWE-AVOT,GHAJAR
552,DAN,9,13:00,SEDE-ELI'EZER,KABRI
127,EGGED,6,03:40,QESARIYYA,ZUR-YIZHAQ
140,EGGED,7,10:45,NASASRA,BENE-DEROR
1,SUPERBUS,4,02:05,BET-HANANYA,MENUHA
96,EGGED,5,22:45,SHAMERAT,RISHON-LEZIYYON
430,KAVIM,1,20:20,NAHAL-OZ,YAQUM
978,EGGED,1,04:05,PARDESIYYA,BETAR-ILLIT
9,SUPERBUS,6,21:15,GINNOSAR,SEDE-NIZZAN
970,SUPERBUS,1,00:15,OMEZ,ALLONIM
876,METROPOLIN,8,17:35,KINNERET(QEVUZA),QESHET
964,KAVIM,2,12:40,SEGULA,KEFAR-ZOHARIM
901,DAN,4,02:45,MISHMAR-HANEGEV,GESHER
262,EGGED,3,22:50,KEFAR-MONASH,QIRYAT-MAL'AKHI
174,TNUFA,6,08:45,SENIR,PATTISH
134,METROPOLIN,2,05:00,QIDRON,GIV'AT-ZE'EV
262,AFIKIM,4,03:00,AHISAMAKH,SE'ORIM
342,KAVIM,7,06:20,MISHMAR-HAYARDEN,EYAL
163,METROPOLIN,5,03:10,QIRYAT-YE'ARIM(INSTI,SEDE-UZZIYYAHU
664,EGGED,9,03:50,QADIMA-ZORAN,ORA
171,TNUFA,3,19:40,SARID,ZIKHRON-YA'AQOV
14,METROPOLIN,4,11:45,HASHMONA'IM,RAM-ON
738,SUPERBUS,6,06:05,GEVA-KARMEL,SHIMSHIT
931,EGGED,5,12:25,HAR-GILLO,SHAVE-DAROM
172,DAN,5,17:00,KHAWALED,ATERET
494,DAN,3,11:30,QIDRON,BARQAN
898,METROPOLIN,5,03:50,BIRIYYA,EZUZ
862,DAN,5,12:45,BET-DAGAN,HULATA
440,TNUFA,7,13:20,EL'AD,YESUD-HAMA'ALA
524,METROPOLIN,5,04:40,UMM-BATIN,GEROFIT
137,METROPOLIN,9,07:00,SHETULIM,ELON-MORE
801,SUPERBUS,2,00:55,EYAL,TEL-AVIV---YAFO
706,DAN,6,01:50,TAYIBE,PARDES-HANNA-KARKUR
369,METROPOLIN,3,19:05,EN-SARID,ORTAL
742,AFIKIM,2,10:15,KARMIYYA,MERKAZ-SHAPPIRA
524,DAN,5,17:20,TALME-EL'AZAR,NAHALAL
190,SUPERBUS,2,14:05,BET-NEQOFA,NESHER
470,KAVIM,3,05:40,KEFAR-AZZA,TARABIN-AS-SANI
182,SUPERBUS,9,19:15,KANNOT,RAMAT-RAZI'EL
482,EGGED,9,06:40,NAHSHONIM,MA'OR
730,TNUFA,8,09:35,HARISH,HUQOQ
694,AFIKIM,6,05:25,AYANOT,HADAR-AM
34,AFIKIM,2,12:00,ZOVA,TEL-QAZIR
93,METROPOLIN,3,15:30,TEL-ADASHIM,HORESHIM
769,TNUFA,9,15:05,NEHUSHA,YESUD-HAMA'ALA
839,METROPOLIN,6,03:15,EIN-QINIYYE,QIRYAT-NETAFIM
237,KAVIM,3,00:00,RAMAT-RAZI'EL,NEGBA
919,AFIKIM,6,13:15,ODEM,EN-HAROD-(IHUD)
570,AFIKIM,1,15:05,BET-ZAYIT,BAR'AM
463,METROPOLIN,1,06:25,ARBEL,KEFAR-HANASI
647,EGGED,3,13:35,ENAT,BARQAN
742,METROPOLIN,4,14:35,GIV'AT-YE'ARIM,MUQEIBLE
469,SUPERBUS,7,03:05,SEDE-NIZZAN,EN-KARMEL
900,METROPOLIN,7,02:40,MAHANAYIM,REHELIM
290,DAN,7,22:50,ZUR-YIZHAQ,SHOMERIYYA
85,KAVIM,5,14:45,MISHMAR-DAWID,AVITAL
678,METROPOLIN,2,08:40,NES-AMMIM,REWAHA
410,METROPOLIN,5,18:35,SHEQEF,YAD-NATAN
154,KAVIM,2,07:45,GEVA'OT-BAR,HAGGAI
665,METROPOLIN,7,12:05,QADDARIM,KEFAR-SHEMU'EL
271,SUPERBUS,5,07:05,DAN,YOQNE'AM(MOSHAVA)
46,KAVIM,7,05:35,KEFAR-URIYYA,YANUH-JAT
9,DAN,8,20:00,NAZARETH,SHAVE-ZIYYON
249,SUPERBUS,6,00:20,REHOV,MASH'EN
713,SUPERBUS,4,01:50,SAKHNIN,GIV'AT-SHEMU'EL
165,EGGED,5,00:15,NEWE-MIVTAH,YOTVATA
55,METROPOLIN,6,05:45,ZURIT,SAWA'ID(HAMRIYYE)
73,DAN,5,02:10,BERAKHA,TALME-YOSEF
892,EGGED,5,06:00,GEVAT,MUGHAR
502,EGGED,4,01:25,MA'YAN-ZEVI,GINNATON
665,AFIKIM,9,00:10,EN-HANAZIV,HULDA
757,KAVIM,6,08:30,KARKOM,TIMMORIM
552,EGGED,3,13:55,TUBA-ZANGARIYYE,GIV'ATAYIM
634,EGGED,6,03:10,BEIT-JANN,BETAR-ILLIT
433,SUPERBUS,1,19:30,BUSTAN-HAGALIL,QABBO'A
676,DAN,2,22:45,GIV'AT-YO'AV,TEL-AVIV---YAFO
615,TNUFA,1,18:05,KADOORIE,AMMI'AD
728,KAVIM,2,06:25,DOLEV,HABONIM
636,METROPOLIN,4,22:15,KAFAR-QASEM,MISHMERET
45,KAVIM,3,06:50,BET-EL'AZARI,METULA
617,KAVIM,2,07:45,HEVER,HEVER
312,METROPOLIN,3,13:45,EN-HAZEVA,BET-HAARAVA
887,SUPERBUS,1,02:20,ZIPPORI,ZOHAR
594,TNUFA,1,04:55,BITAN-AHARON,NAAMA
101,EGGED,8,14:55,KA'ABIYYE-TABBASH-HA,IMMANU'EL
159,EGGED,2,06:00,KEFAR-WERADIM,MAZZUVA
142,METROPOLIN,2,23:05,DERIG'AT,GIV'AT-HEN
284,DAN,5,00:10,YITAV,HEVER
819,KAVIM,4,23:20,MISGAV-AM,KEFAR-BIALIK
407,KAVIM,8,21:00,EZUZ,TUSHIYYA
265,METROPOLIN,6,16:40,ZOFIT,RETAMIM
681,DAN,7,11:50,EL'AD,DAHI
379,METROPOLIN,9,19:15,NAHAL-SHITTIM,MAHANE-YOKHVED
587,EGGED,6,08:40,MAHANE-YAFA,BARQAN
115,SUPERBUS,9,02:05,YONATAN,MEVASSERET-ZIYYON
16,DAN,2,12:10,ALLONIM,YARDENA
974,DAN,9,16:50,URIM,ALE-ZAHAV
475,METROPOLIN,6,23:10,QESHET,NIR-HEN
475,DAN,4,11:45,GAN-YAVNE,KEFAR-HANASI
916,EGGED,2,06:25,ZAFRIRIM,HURFEISH
729,KAVIM,7,07:40,HAZOR-HAGELILIT,SHO'EVA
344,EGGED,3,20:25,BRUKHIN,YIZHAR
213,AFIKIM,1,07:30,NEGBA,KEFAR-SAVA
465,SUPERBUS,5,02:20,KEFAR-PINES,YIR'ON
173,EGGED,6,14:20,HUJEIRAT-(DAHRA),MAGSHIMIM
653,METROPOLIN,6,17:10,MAJD-AL-KURUM,NIR-DAWID-(TEL-AMAL)
897,METROPOLIN,2,10:05,BE'EROT-YIZHAQ,QIRYAT-BIALIK
454,EGGED,7,18:55,ALMON,QIRYAT-GAT
769,DAN,6,17:25,TIMMORIM,BAT-HEN
704,DAN,8,17:00,ABU-AMMAR,KEFAR-WARBURG
970,DAN,5,21:10,TEL-SHEVA,MELE'A
705,METROPOLIN,5,04:10,MIZPE-RAMON,AL-ARYAN
673,KAVIM,8,17:45,TEL-ADASHIM,BIRIYYA
392,EGGED,8,16:25,LOHAME-HAGETA'OT,QEVUZAT-YAVNE
994,EGGED,2,15:40,ZUFIN,SHA'ARE-TIQWA
494,TNUFA,4,10:50,EIN-MAHEL,GEVA
73,DAN,4,07:40,HELEZ,GADISH
709,TNUFA,6,11:00,YITAV,MAZRA'A
79,SUPERBUS,5,22:55,NAHSHON,SEDE-AVRAHAM
78,METROPOLIN,5,19:20,NIR-YAFE,DOROT
119,METROPOLIN,4,23:05,DAVERAT,MAHSEYA
490,DAN,1,02:25,SITRIYYA,DAVERAT
497,EGGED,2,03:40,AFIQIM,YASHRESH
563,KAVIM,6,07:15,ORANIM,KAFAR-BARA
808,TNUFA,8,19:15,SHOMERIYYA,HELEZ
126,TNUFA,4,06:45,ALMON,IDDAN
982,DAN,6,16:15,GAN-YAVNE,KEFAR-HAORANIM
89,AFIKIM,6,12:05,PATTISH,HOD-HASHARON
423,DAN,8,01:00,NIR-ELIYYAHU,BI-NE
261,EGGED,6,03:40,NIZZANIM,TIRAT-YEHUDA
516,AFIKIM,3,18:30,YIFTAH,GAT(QIBBUZ)
777,AFIKIM,3,09:15,KEFAR-URIYYA,HAZORE'IM
271,DAN,5,06:25,EVEN-MENAHEM,GIV'ATI
171,EGGED,9,01:30,TARABIN-AS-SANI,YAZIZ
866,METROPOLIN,1,20:40,HAMA'PIL,EN-YA'AQOV
360,METROPOLIN,7,11:40,AMQA,DALTON
841,KAVIM,1,11:20,MARGALIYYOT,ZIV'ON
11,AFIKIM,6,01:45,SHLOMIT,NEWE-ETAN
478,EGGED,2,21:35,TEL-QAZIR,BIR-HADAGE
981,METROPOLIN,4,21:05,YAVNE,GITTA
381,KAVIM,4,23:45,MAZZUVA,YONATAN
623,TNUFA,1,19:30,NEWE-ZOHAR,RAHAT
955,TNUFA,7,16:50,EN-HAHORESH,YEROHAM
523,KAVIM,6,08:45,EN-HAZEVA,MAHANE-YAFA
133,AFIKIM,8,15:15,TAL-EL,RAMAT-HASHARON
330,EGGED,3,02:30,PETAH-TIQWA,EN-WERED
593,KAVIM,1,06:45,ALMON,AHITUV
676,TNUFA,6,10:45,MIDRAKH-OZ,EN-TAMAR
620,TNUFA,1,00:10,NIRIM,KEFAR-SZOLD
559,EGGED,8,19:50,BAT-YAM,GANNE-TIQWA
288,DAN,8,18:20,BENE-YEHUDA,NIR-EZYON
694,METROPOLIN,3,16:45,HADAR-AM,EMUNIM
42,DAN,7,09:10,HIBBAT-ZIYYON,EN-KARMEL
257,DAN,5,10:40,TEL-SHEVA,BET-HILLEL
956,AFIKIM,9,22:05,NA'URA,SHIBBOLIM
261,AFIKIM,8,13:40,HAYOGEV,MA'ALE-HAHAMISHA
107,SUPERBUS,1,12:50,ZEMER,AHI'EZER
262,DAN,6,12:45,NEIN,TUBA-ZANGARIYYE
446,KAVIM,2,09:50,YATED,GEFEN
515,KAVIM,2,10:30,TALMON,BET-QAMA
798,AFIKIM,9,16:25,GEVA-KARMEL,EN-WERED
950,DAN,4,01:40,YAGEL,EN-HASHOFET
685,KAVIM,7,01:20,EZER,SEDE-NAHUM
337,KAVIM,6,03:35,NEWE-ZOHAR,MIQWE-YISRA'EL
325,TNUFA,9,09:05,QIDRON,BEQOA
7,KAVIM,8,19:15,AFULA,MEVO-DOTAN
10,SUPERBUS,2,04:05,RAMAT-YISHAY,RAMOT
797,TNUFA,5,14:40,GIV'AT-HAYYIM(ME'UHA,MAGEN
141,AFIKIM,3,11:20,NIRIM,EN-HAZEVA
573,EGGED,7,21:55,EN-GEV,METAR
62,SUPERBUS,3,16:15,KEFAR-HAYYIM,BET-ZERA
351,TNUFA,9,11:40,SHALWA,ADI
779,DAN,7,19:25,KESALON,ALLONE-YIZHAQ
357,EGGED,2,17:20,ALLON-SHEVUT,KEFAR-BARUKH
28,METROPOLIN,2,17:35,MAGGAL,NOV
829,AFIKIM,5,15:25,NIRAN,NORDIYYA
262,AFIKIM,8,00:20,MORESHET,REHELIM
192,TNUFA,7,01:50,OFRA,AFEINISH
522,DAN,8,13:40,EN-WERED,YITAV
956,SUPERBUS,4,12:05,NO'AM,RIMMONIM
204,KAVIM,6,07:50,ROSH-HAAYIN,MISHMERET
193,KAVIM,7,19:00,SHUVA,NO'AM
469,EGGED,1,23:45,NEWE-ZOHAR,KEFAR-HARIF
181,KAVIM,1,16:30,KEFAR-MAYMON,MISGAV-DOV
749,SUPERBUS,6,22:55,NIRIT,BEN-ZAKKAY
577,AFIKIM,6,21:45,KABRI,AHITUV
744,AFIKIM,6,13:45,GEVAT,TOMER
799,METROPOLIN,7,03:55,BI-NE,JALJULYE
783,DAN,9,00:10,YODEFAT,BAQA-AL-GHARBIYYE
284,KAVIM,3,04:45,ABU-AMRE,YAD-RAMBAM
295,DAN,7,04:00,EN-GEDI,QIRYAT-YE'ARIM(INSTI
134,EGGED,2,08:40,HURFEISH,ARGAMAN
748,KAVIM,7,07:50,KAFAR-MISR,HAMRA
357,KAVIM,9,17:15,HARDUF,MATTAN
625,EGGED,8,11:55,ATERET,ELYAQIM
838,METROPOLIN,1,05:45,GE'ALYA,AMIRIM
156,TNUFA,9,00:00,BU'EINE-NUJEIDAT,BET-QAMA
857,KAVIM,5,16:45,MAJDAL-SHAMS,DALIYAT-AL-KARMEL
311,METROPOLIN,7,17:00,NIR-MOSHE,GE'ALYA
820,TNUFA,4,01:05,GHAJAR,SHEIKH-DANNUN
718,TNUFA,4,07:05,MASSU'A,ZANOAH
426,TNUFA,1,02:45,NEWE-YAMIN,SHA'ARE-TIQWA
619,TNUFA,1,22:45,MA'AS,GEROFIT
581,SUPERBUS,9,19:15,SEDE-ELI'EZER,ATRASH
87,METROPOLIN,9,18:30,MERHAVYA(QIBBUZ),NEWE-YAM
399,SUPERBUS,8,03:40,AMUQQA,EN-HAROD-(IHUD)
60,AFIKIM,3,07:35,NIR-DAWID-(TEL-AMAL),NIR-EZYON
875,AFIKIM,2,10:05,MASKIYYOT,QAZRIN
328,METROPOLIN,8,18:00,ATRASH,MISGAV-AM
737,EGGED,6,07:10,BAT-HEFER,KEFAR-YEHOSHUA
415,DAN,9,11:10,AFIQIM,MASSUOT-YIZHAQ
249,METROPOLIN,6,10:40,HURA,TOMER
327,TNUFA,8,12:35,ALUMMOT,BET-HAARAVA
90,METROPOLIN,5,22:05,MAHANE-HILLA,TUBA-ZANGARIYYE
932,DAN,6,03:25,QEDAR,FUREIDIS
815,EGGED,6,15:15,MORESHET,MALKISHUA
957,METROPOLIN,9,06:30,FASSUTA,GID'ONA
858,AFIKIM,1,01:50,KEFAR-SILVER,GIBBETON
112,DAN,8,14:05,LAQYE,SHA'AR-MENASHE
297,TNUFA,4,23:55,QESHET,EN-HASHELOSHA
900,METROPOLIN,7,17:15,BET-RABBAN,YAVNE
124,EGGED,7,23:55,KEFAR-SHAMMAY,KEFAR-YA'BEZ
194,TNUFA,5,15:50,KEFAR-DANIYYEL,ADI
791,TNUFA,6,08:35,ELQANA,HARARIT
18,METROPOLIN,4,14:05,AR'ARA-BANEGEV,DOR
117,METROPOLIN,7,11:55,KARME-QATIF,GAZIT
905,EGGED,5,06:15,IR-OVOT,NE'OT-GOLAN
351,SUPERBUS,7,08:20,RE'IM,MERAV
966,KAVIM,7,01:25,EN-HABESOR,BI-NE
630,SUPERBUS,8,01:15,REKHASIM,MAHSEYA
731,DAN,6,02:00,ABU-SUREIHAN,SEDE-YIZHAQ
737,KAVIM,1,01:15,AVITAL,RUHAMA
658,AFIKIM,3,19:50,ESHEL-HANASI,ZAVDI'EL
255,TNUFA,9,17:35,BENE-NEZARIM,SHLOMIT
951,SUPERBUS,1,18:45,SUSEYA,KEFAR-HOSHEN
396,SUPERBUS,6,21:05,RAMOT-ME'IR,OFER
248,TNUFA,5,20:25,ORA,GAN-YAVNE
812,METROPOLIN,7,19:30,MISHMAR-HASHIV'A,NEWE-MIKHA'EL
963,METROPOLIN,7,05:25,MA'OZ-HAYYIM,ASERET
686,EGGED,6,23:00,NAHALA,TEQUMA
480,AFIKIM,4,11:55,MIZPE-NETOFA,NIR-AQIVA
241,METROPOLIN,2,19:35,KEFAR-MALAL,QETURA
796,DAN,9,02:25,BAR-GIYYORA,KEFAR-NETTER
338,AFIKIM,9,19:40,GADOT,MAHSEYA
492,TNUFA,6,01:50,BIR-EL-MAKSUR,YIRKA
379,DAN,4,01:10,MENAHEMYA,REWAYA
548,KAVIM,1,06:25,MISGAV-AM,EN-HAEMEQ
173,METROPOLIN,9,07:00,ABU-SINAN,YESODOT
742,SUPERBUS,8,09:15,NAHALA,MUGHAR
242,DAN,3,10:15,IKSAL,NIMROD
871,DAN,7,10:00,REVAVA,BINYAMINA
774,TNUFA,8,08:35,MA'BAROT,UMM-BATIN
664,METROPOLIN,3,17:45,MASKIYYOT,NES-AMMIM
21,METROPOLIN,4,00:35,ELON-MORE,ALLONE-YIZHAQ
620,METROPOLIN,4,14:50,KEFAR-HARO'E,BET-ALFA
99,METROPOLIN,1,15:30,BET-ME'IR,ASHDOT-YA'AQOV(ME'UH
188,DAN,8,04:25,HAZROT-KOAH,MA'ANIT
539,KAVIM,9,21:10,BENE-RE'EM,MEVASSERET-ZIYYON
870,TNUFA,4,02:15,BEN-SHEMEN-(MOSHAV),GIV'AT-SHEMU'EL
745,DAN,8,15:40,JISR-AZ-ZARQA,KEFAR-SZOLD
940,AFIKIM,1,07:50,BU'EINE-NUJEIDAT,ZURIT
38,KAVIM,3,07:20,DEGANYA-ALEF,MORAN
894,METROPOLIN,3,03:10,SEDE-YIZHAQ,NAHSHONIM
579,SUPERBUS,8,04:00,HANNI'EL,OFAQIM
658,METROPOLIN,8,06:20,AVSHALOM,MA'AGAN
140,TNUFA,3,16:25,NIR-ELIYYAHU,KEFAR-GLIKSON
11,METROPOLIN,4,12:40,GAN-HAYYIM,HAIFA
984,SUPERBUS,3,03:40,NAHAL-SHITTIM,ILANIYYA
114,EGGED,2,06:30,MASSU'A,KEFAR-HAHORESH
999,METROPOLIN,3,12:10,QESARIYYA,MIDRAKH-OZ
186,METROPOLIN,7,20:25,SHEFER,YARQONA
261,EGGED,2,13:55,SHELUHOT,YANUH-JAT
821,METROPOLIN,9,08:25,NIZZANA-(QEHILAT-HIN,MAZZUVA
486,AFIKIM,8,04:00,SEDE-ILAN,RAME
600,AFIKIM,4,07:25,MIDRESHET-RUPPIN,SHALVA-BAMIDBAR
228,METROPOLIN,4,12:40,NIR-DAWID-(TEL-AMAL),YAD-HASHEMONA
302,KAVIM,5,20:45,GIV'AT-NILI,DEGANYA-BET
947,AFIKIM,1,18:15,AVNE-ETAN,QARNE-SHOMERON
46,TNUFA,9,11:15,NAHALI'EL,ROSH-PINNA
367,TNUFA,1,07:00,TIRAT-KARMEL,RAMAT-YISHAY
370,METROPOLIN,8,04:10,BET-NEQOFA,ADI
639,EGGED,8,01:50,ASHALIM,PORIYYA-KEFAR-AVODA
373,EGGED,1,18:45,KEFAR-YA'BEZ,EN-DOR
126,EGGED,4,12:05,ZOFIYYA,NA'AN
556,METROPOLIN,3,23:20,NAHSHON,HANNATON
248,METROPOLIN,3,20:40,SHEFER,GIMZO
386,AFIKIM,1,05:00,QIRYAT-SHEMONA,RAQEFET
636,TNUFA,8,08:05,TEQUMA,RAMOT-ME'IR
286,METROPOLIN,6,22:25,NETANYA,KISSUFIM
246,SUPERBUS,7,01:35,AZARYA,HAYOGEV
116,TNUFA,3,22:50,SEGULA,ALLONIM
726,DAN,4,15:05,NEWE-YARAQ,KEFAR-ROSH-HANIQRA
497,EGGED,4,13:50,NAHAL-ESHBAL,QALANSAWE
941,METROPOLIN,9,17:40,EN-TAMAR,EVRON
343,METROPOLIN,8,06:40,YA'AD,LOTEM
836,AFIKIM,5,12:15,KEFAR-HASIDIM-ALEF,NIRIT
139,SUPERBUS,6,11:25,BE'ER-YA'AQOV,MISHMAR-HASHARON
401,DAN,8,04:40,AYANOT,HULATA
496,DAN,5,06:05,NIR-GALLIM,SHOSHANNAT-HAAMAQIM
372,SUPERBUS,2,17:00,NOFIT,HUJEIRAT-(DAHRA)
339,DAN,6,20:20,ZAFRIYYA,ALUMIM
819,METROPOLIN,1,04:40,ASAD,ASHALIM
31,EGGED,4,16:55,KEFAR-TRUMAN,EN-SARID
196,METROPOLIN,2,17:05,AR'ARA,MAGEN
815,AFIKIM,2,01:40,AVIGEDOR,JUDEIDE-MAKER
774,EGGED,3,17:30,ARRAB-AL-NAIM,AVNE-ETAN
183,METROPOLIN,4,16:00,MIZRA,MA'ALE-GAMLA
248,AFIKIM,5,13:35,IKSAL,TAL-SHAHAR
962,TNUFA,8,19:50,KELIL,AL-SAYYID
866,TNUFA,9,23:25,MERKAZ-SHAPPIRA,DAFNA
529,EGGED,4,03:55,QEVUZAT-YAVNE,KAFAR-MISR
750,DAN,7,09:55,KEFAR-TAVOR,MAHANE-HILLA
164,DAN,5,07:20,RUHAMA,TEL-YOSEF
557,DAN,8,00:45,BET-EL'AZARI,BIZZARON
378,AFIKIM,7,16:30,ATERET,KEFAR-HARO'E
950,SUPERBUS,5,10:30,YAGUR,NAZERAT-ILLIT
825,KAVIM,8,12:50,MA'AGAN-MIKHA'EL,QIRYAT-ANAVIM
456,METROPOLIN,6,22:55,AVNE-ETAN,KEFAR-GIL'ADI
70,KAVIM,4,18:40,KERAMIM,MISHMAR-HANEGEV
780,KAVIM,8,02:55,MEGADIM,YOSHIVYA
445,KAVIM,2,03:10,NAZERAT-ILLIT,ME'ONA
562,KAVIM,1,20:30,TEL-MOND,SHIM'A
23,TNUFA,4,15:25,BIZZARON,GE'ALYA
566,KAVIM,8,07:55,BENE-AYISH,SASA
845,METROPOLIN,6,08:55,KEREM-SHALOM,AVIVIM
537,SUPERBUS,6,10:45,MERHAVYA(MOSHAV),RAMOT-ME'IR
502,EGGED,2,21:40,TUVAL,NE'URIM
136,SUPERBUS,4,18:15,DEIR-HANNA,BAR-GIYYORA
886,EGGED,3,23:05,BIR-HADAGE,BENE-ZIYYON
947,EGGED,4,07:00,QIRYAT-TIV'ON,SHA'AR-HAGOLAN
40,METROPOLIN,8,05:00,QELA,ETGAR
753,DAN,9,17:50,PAROD,ALMA
595,EGGED,7,06:10,GAT(QIBBUZ),HOLON
173,METROPOLIN,4,23:40,AFIQ,NEWE-YARAQ
282,METROPOLIN,5,13:45,HEFZI-BAH,SE'ORIM
48,EGGED,1,05:25,ZURIT,YAD-NATAN
28,DAN,6,23:00,NOF-AYYALON,NAHAM
24,AFIKIM,2,15:40,TEQOA,ZIKHRON-YA'AQOV
595,TNUFA,3,16:45,BAT-HEN,TEL-YIZHAQ
572,TNUFA,1,22:10,GANNOT-HADAR,EREZ
455,METROPOLIN,9,22:35,ZAVDI'EL,GADISH
106,SUPERBUS,3,13:45,BE'ER-ORA,SEDEROT
796,DAN,9,09:30,EN-SARID,NE'URIM
237,DAN,2,18:45,AVNE-ETAN,UZA
184,KAVIM,8,01:55,NETIVOT,SHEIKH-DANNUN
609,EGGED,7,10:50,MAHANE-MIRYAM,ZELAFON
360,EGGED,7,06:30,SEDE-NAHUM,SULAM
873,AFIKIM,4,21:15,YAVNE'EL,KAFAR-YASIF
823,METROPOLIN,5,21:40,QELAHIM,ABU-JUWEI'ID
77,KAVIM,4,13:30,EL-ROM,NEWE-YAMIN
490,DAN,5,14:40,EIN-QINIYYE,NIR-ZEVI
187,METROPOLIN,7,14:50,NEHALIM,ZOHAR
408,KAVIM,3,12:10,BAT-HEN,MERON
16,AFIKIM,6,16:30,NEWE-UR,NE'OT-GOLAN
283,METROPOLIN,8,20:55,AVITAL,MERKAZ-SHAPPIRA
360,AFIKIM,4,08:50,HERMESH,EZ-EFRAYIM
594,DAN,9,02:20,SHAHARUT,ZEKHARYA
206,DAN,2,13:00,MISHMERET,YATED
39,METROPOLIN,7,07:00,MEISER,HADAR-AM
103,EGGED,3,13:05,NIR-OZ,HANITA
